Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2008,Zackary Bowman,Nebraska,CB,72.13,197,,4.39,18,30.5,122,4.21,7.1
2008,Cory Boyd,South Carolina,RB,72.5,213,,4.56,25,33.5,118,4.24,6.97
2008,Mark Bradford,Stanford,WR,72.75,211,,4.75,19,36.5,120,4.47,7.12
2008,Tyvon Branch,Connecticut,CB,71.38,204,,4.35,19,34,120,4.4,
2008,Brandon Breazell,UCLA,WR,71.63,160,,4.47,,30.5,115,,6.97
2008,Colt Brennan,Hawaii,QB,74.38,207,,,,,,,
2008,Alex Brink,Washington State,QB,74.25,211,27,5.03,,28,112,4.19,7.22
2008,Justin Britt,Alabama,OG,76,286,,,,,,,
2008,Brian Brohm,Louisville,QB,74.88,230,32,4.85,,30,115,4.55,7.13
2008,Durant Brooks,Georgia Tech,P,72.25,204,,,,,,,
2008,Duane Brown,Virginia Tech,OT,76.13,315,,5.09,24,27.5,105,4.52,7.58
2008,Thomas Brown,Georgia,RB,68.38,204,,4.56,25,36,128,,7.17
2008,Titus Brown,Mississippi State,OLB,74.5,246,,,18,,,,
2008,Travis Brown,New Mexico,WR,74.13,202,,4.64,13,30,120,4.38,7.18
2008,Dorien Bryant,Purdue,WR,69.75,174,,4.55,,,119,4.24,6.88
2008,Red Bryant,Texas A&M,DT,76.13,318,,5.06,20,28,111,4.64,7.75
2008,Tim Bugg,Indiana,LS,72.25,257,,5.14,17,,,,
2008,Keenan Burton,Kentucky,WR,72.5,201,,4.48,10,38.5,125,4.2,6.77
2008,Ezra Butler,Nevada,OLB,73.5,245,,,,,,,
2008,Andre Caldwell,Florida,WR,72.25,204,,4.39,,33,124,4.11,6.75
2008,Calais Campbell,Miami (FL),DE,79.75,290,,5.11,16,29.5,111,4.69,7.45
2008,Caleb Campbell,Army,SS,73.75,229,,4.63,24,,,,
2008,John Carlson,Notre Dame,TE,77.13,251,,4.89,20,30.5,113,4.28,7.12
2008,Brandon Carr,,CB,72.13,207,,,,,,,
2008,Antoine Cason,Arizona,CB,72.25,191,,4.55,20,35.5,128,4.08,
2008,Simeon Castille,Alabama,FS,72.38,195,,4.73,,31.5,119,4.36,7.07
2008,Jehuu Caulcrick,Michigan State,FB,72,254,,4.71,16,33,109,4.72,7.4
2008,Chris Chamberlain,Tulsa (OK),SS,73.63,226,,,,,,,
2008,Jamaal Charles,Texas,RB,71,200,,4.41,,30.5,122,4.22,6.8
2008,Gosder Cherilus,Boston College,OT,78.38,314,,5.19,24,23,102,4.82,7.6
2008,Tashard Choice,Georgia Tech,RB,70.5,215,,4.5,20,34,119,,6.88
2008,George Chukwu,Rice (TX),DT,72.75,312,,,,,,,
2008,Ryan Clady,Boise State,OT,78.13,309,,,24,,,,
2008,Corey Clark,Texas A&M,OT,77.38,315,,5.35,23,23,106,4.68,7.47
2008,Devin Clark,New Mexico,OT,75.63,305,,5.36,25,21,94,5.03,8.38
2008,Joe Clermond,Pittsburgh,DE,73.88,249,,5.17,20,25.5,107,4.73,7.61
2008,Marcus Coleman,Wisconsin,C,77.25,306,,,,,,,
2008,Thaddeus Coleman,Mississippi Valley State,OT,79.75,308,,,,,,,
2008,Anthony Collins,Kansas,OT,77,317,,5.59,26,22.5,97,4.87,7.71
2008,Reggie Corner,Akron,CB,69.38,180,,,,,,,
2008,Brad Cottam,Tennessee,TE,79.5,270,,4.75,24,33,,,
2008,Oniel Cousins,Texas-El Paso,OT,75.75,308,,5.18,23,24.5,107,4.8,7.9
2008,Brandon Coutu,Georgia,K,71.25,187,,,,,,,
2008,Shawn Crable,Michigan,OLB,76.88,245,,4.62,29,28,111,4.55,7.29
2008,Angelo Craig,Cincinnati,OLB,76,252,,5.09,21,30.5,118,,
2008,Andrew Crummey,Maryland,OG,76.63,299,,,,,,,
2008,Bruce Davis,UCLA,OLB,74.63,252,,4.83,19,29,109,4.47,7.34
2008,Fred Davis,Southern California,TE,75,255,,,24,,,,
2008,Kellen Davis,Michigan State,TE,78.5,262,,4.59,22,28,118,4.38,7.25
2008,Calvin Dawson,Louisiana-Monroe,RB,68.5,199,,,,,,,
2008,Thomas DeCoud,California,FS,73.38,207,,4.56,,35.5,122,4.27,6.85
2008,Quintin Demps,Texas-El Paso,FS,71.88,206,,4.41,16,31.5,110,,
2008,Tyson DeVree,Colorado,TE,78,247,,,,,,,
2008,Johnny Dingle,West Virginia,DE,73.38,265,,4.98,23,,108,,
2008,Dennis Dixon,Oregon,QB,75.25,195,,,,,,,
2008,Marcus Dixon,Hampton (VA),DE,76,292,,5.27,21,26,111,4.67,7.58
2008,Jordon Dizon,Colorado,OLB,71.88,229,,4.73,,30.5,118,4.35,7.01
2008,Glenn Dorsey,Louisiana State,DT,73.5,297,,,,,,,
2008,Lionel Dotson,Arizona,DT,75.63,296,,5.45,,25,99,4.75,7.62
2008,Early Doucet,Louisiana State,WR,72.13,209,,,,,,,
2008,Harry Douglas,Louisville,WR,71.25,176,,4.57,,31,120,4.12,6.57
2008,Mike Dragosavich,North Dakota State,P,77.5,212,,,,,,,
2008,Franklin Dunbar,Middle Tennessee State,OT,76.75,327,,5.63,27,24.5,101,5.18,8.36
2008,Jo-Lonn Dunbar,Boston College,ILB,72.5,231,,4.84,19,27,112,,
2008,King Dunlap,Auburn,OT,80.5,310,,5.29,21,,,,
2008,Chris Ellis,Virginia Tech,DE,76.25,263,,4.79,,27,109,4.65,7.64
2008,Sedrick Ellis,Southern California,DT,72.5,309,,5.31,34,26.5,105,4.73,7.78
2008,Jerome Felton,Furman (SC),FB,71.63,241,,4.8,30,32.5,110,4.46,7.2
2008,Robert Felton,Arkansas,OG,75.63,315,,5.55,22,23,98,4.84,8.08
2008,Derek Fine,Kansas,TE,74.63,251,,4.85,24,29,115,4.19,6.8
2008,Jermichael Finley,Texas,TE,76.5,243,,4.86,20,27.5,117,4.38,7.15
2008,Joe Flacco,Delaware,QB,78.38,236,27,4.86,,28.5,110,4.27,6.82
2008,Brandon Flowers,Virginia Tech,CB,69.75,189,,4.59,14,30,117,,
2008,Matt Flynn,Louisiana State,QB,74.25,231,38,4.81,,28,109,4.34,7.21
2008,Wilrey Fontenot,Arizona,CB,68.75,171,,4.48,18,34,128,4.26,7.29
2008,Justin Forsett,California,RB,68,194,,,26,26.5,112,,6.96
2008,Matt Forte',Tulane (LA),RB,73.38,217,,4.44,23,33,118,4.23,6.84
2008,Will Franklin,Missouri,WR,72.5,214,,4.39,,34.5,,,
2008,Pierre Garcon,Mount Union (OH),WR,71.88,210,,4.44,20,36.5,125,4.19,6.9
2008,Nate Garner,Arkansas,OT,78.13,334,,,,,,,
2008,Curtis Gatewood,Vanderbilt,OLB,74,248,,4.78,22,28.5,111,4.22,6.9
2008,Jeremy Geathers,Nevada Las Vegas,DE,74.13,256,,5,29,28,105,4.49,7.28
2008,Vernon Gholston,Ohio State,DE,75,266,,4.68,37,35.5,125,4.4,7.12
2008,Breno Giacomini,Louisville,OT,79.13,303,,5.24,23,22.5,108,4.63,7.56
2008,Mike Gibson,California,OG,75.5,305,,5.3,31,27,110,4.64,7.21
2008,Wallace Gilberry,Alabama,DE,74.25,268,,4.99,19,,,,
2008,Charles Godfrey,Iowa,CB,71.75,207,,4.48,14,32.5,121,4.4,7.28
2008,Jonathan Goff,Vanderbilt,ILB,74,245,,4.73,28,31.5,118,4.26,6.86
2008,Tavares Gooden,Miami (FL),ILB,73.25,234,,4.65,22,35,118,,
2008,Larry Grant,Ohio State,OLB,73,235,,4.79,20,31.5,113,4.22,6.77
2008,Michael Grant,Arkansas,CB,70.25,186,,4.41,14,30.5,116,4.1,7.08
2008,John Greco,Toledo,OT,76.75,305,,5.35,30,26,108,4.82,8.03
2008,BenJarvus Green-Ellis,Mississippi,RB,70.63,219,,4.66,24,30.5,114,,
2008,Ryan Grice-Mullen,Hawaii,WR,70,187,,4.57,17,27.5,118,4.16,6.91
2008,Marcus Griffin,Texas,FS,70.25,201,,4.81,13,31.5,119,4.32,7.09
2008,Quentin Groves,Auburn,OLB,75,259,,4.56,30,29.5,120,4.42,7.31
2008,Letroy Guion,Florida State,DT,75.38,303,,5.39,26,,,,
2008,Gary Guyton,Georgia Tech,OLB,73.63,245,,4.57,15,36.5,126,4.42,7.07
2008,David Hale,Weber State (UT),OT,77.75,314,,5.3,25,26,100,4.75,7.69
2008,Alex Hall,Saint Augustine,DE,76.75,238,,,,,,,
2008,D.J. Hall,Alabama,WR,73.88,193,,4.62,,29.5,122,,
2008,Vince Hall,Virginia Tech,ILB,71,232,,,,,,,
2008,Rudolph Hardie,Howard (DC),DE,74.38,270,,,,,,,
2008,James Hardy,Indiana,WR,77.38,217,14,4.53,18,31.5,125,4.2,6.84
2008,Justin Harper,Virginia Tech,WR,75.5,213,,4.62,,28.5,120,4.43,7.03
2008,Chris Harrington,Texas A&M,DE,76.38,264,,4.88,21,,117,,
2008,Marcus Harrison,Arkansas,DT,74.75,317,,5.08,26,,,,
2008,Mike Hart,Michigan,RB,68.88,206,,4.77,23,28,110,,
2008,Derrick Harvey,Florida,DE,76.63,271,,4.89,31,28.5,113,4.36,7.27
2008,Lavelle Hawkins,California,WR,71,187,,4.58,14,,117,,
2008,Nick Hayden,Wisconsin,DT,75.88,291,,5.18,34,27,108,4.54,7.55
2008,Geno Hayes,Florida State,OLB,72.88,226,,4.67,22,26.5,116,4.48,7.22
2008,Joey Haynos,Maryland,TE,79.63,259,,4.94,17,30.5,123,4.42,6.92
2008,Jonathan Hefney,Tennessee,FS,67.88,190,,4.55,14,29,117,4.44,7.1
2008,Erin Henderson,Maryland,OLB,74.75,244,,4.8,23,31,113,4.5,7.16
2008,Robert Henderson,Southern Mississippi,DE,75.13,278,,,,,,,
2008,Chad Henne,Michigan,QB,74.88,230,22,4.95,,25.5,106,4.4,7.17
2008,Marcus Henry,Kansas,WR,75.63,207,,4.59,,31.5,126,4.3,7.08
2008,Jacob Hester,Louisiana State,FB,70.63,226,,4.62,23,27.5,111,4.24,6.85
2008,Ali Highsmith,Louisiana State,OLB,71.63,230,,5.02,,26.5,112,4.29,7.4
2008,Lex Hilliard,Montana,FB,71.13,231,,4.69,,32,122,4.2,7.01
2008,Peyton Hillis,Arkansas,FB,72.75,240,,4.67,26,30.5,117,,7.15
2008,Louis Holmes,Arizona,DE,75.63,263,,4.88,,32.5,121,,7.33
2008,Chris Horton,UCLA,SS,72.13,212,,4.6,14,28.5,109,4.35,7.34
2008,Marcus Howard,Georgia,OLB,72.5,237,,4.47,27,34.5,,,
2008,Paul Hubbard,Wisconsin,WR,74.75,221,,4.59,15,29.5,126,,
2008,Mike Humpal,Iowa,OLB,74.5,244,,4.83,20,31,119,4.25,7.07
2008,Jack Ikegwuonu,Wisconsin,CB,70.5,194,,,,,,,
2008,Kenny Iwebema,Iowa,DE,76,274,,5.01,26,29,109,4.75,7.62
2008,Chevis Jackson,Louisiana State,CB,72,192,,4.65,13,36,125,4.15,6.96
2008,DeSean Jackson,California,WR,69.75,169,,4.4,,,120,,
2008,Dexter Jackson,Appalachian State (NC),WR,69.5,182,,4.37,,29.5,122,4.38,6.81
2008,Lawrence Jackson,Southern California,DE,76.25,271,,4.87,31,31,108,4.4,7.08
2008,Rob Jackson,Kansas State,DE,75.38,257,,,,,,,
2008,Robert James,Arizona State,OLB,70.5,219,,,22,,,,
2008,Mike Jenkins,South Florida,CB,70.25,197,,4.43,18,34,117,4.4,7.21
2008,Chris Johnson,East Carolina (NC),RB,71,197,10,4.3,,35,130,,
2008,Curtis Johnson,Clark Atlanta,OLB,74.63,242,,4.69,25,26,,,
2008,Jaymar Johnson,Jackson State (MS),WR,71.13,177,,4.53,14,32,118,4.18,6.75
2008,Josh Johnson,San Diego,QB,74.75,213,24,4.53,16,33.5,110,4.42,7.56
2008,Steve Johnson,Kentucky,WR,73.88,210,,4.59,16,32.5,121,4.26,7.07
2008,Tyrell Johnson,Arkansas State,SS,71.88,207,,4.41,27,32,127,,
2008,Brian Johnston,Gardner-Webb (NC),DE,77.13,274,,,,,,,
2008,Ernest Jones,North Carolina State,OLB,74.13,225,,,,,,,
2008,Felix Jones,Arkansas,RB,70.13,207,,4.5,,33.5,124,4.19,6.9
2008,Jason Jones,Arkansas-Pine Bluff,WR,73,180,,,,,,,
2008,Jason Jones,Eastern Michigan,DE,77.25,273,,4.8,18,25.5,123,4.32,7.29
2008,Steve Justice,Wake Forest,C,75.38,293,,5.27,23,21,98,4.58,7.4
2008,Kolo Kapanui,West Texas A&M,TE,75.38,271,,5.11,23,26.5,107,4.66,7.42
2008,Stanford Keglar,Purdue,OLB,73.63,239,,4.63,29,34,126,3.98,6.7
2008,Bryan Kehl,Brigham Young,OLB,74.25,242,,4.69,26,34,119,4.23,6.88
2008,Brandon Keith,Northern Iowa,OT,77.25,343,,5.28,31,26,,,
2008,Dustin Keller,Purdue,TE,74.13,242,,4.57,26,38,131,4.14,6.88
2008,Sam Keller,Nebraska,QB,75.63,241,,5.03,,24,107,4.35,7.07
2008,Malcolm Kelly,Oklahoma,WR,75.75,224,,,,,,,
2008,Dennis Keyes,UCLA,FS,72.63,205,,4.69,15,30.5,112,4.41,7.25
2008,Justin King,Penn State,CB,70.88,192,,4.38,14,34,127,4.31,7.14
2008,Kendall Langford,Hampton (VA),DE,77.5,287,,5.01,24,27,114,4.69,7.72
2008,Joey LaRocque,Oregon State,OLB,73.38,226,,,,,,,
2008,Spencer Larsen,Arizona,ILB,73.75,238,,4.91,27,28.5,113,4.55,7.68
2008,Andrew Larson,California,P,71.75,202,,,,,,,
2008,Trevor Laws,Notre Dame,DT,72.75,304,,5.12,35,30.5,103,4.49,7.37
2008,Pat Lee,Colorado,CB,72,200,,4.41,15,31,120,4.3,7.07
2008,Patrick Lee,Auburn,CB,72,200,,4.45,15,31,120,4.3,7.07
2008,Doug Legursky,Marshall (WV),C,75,312,,,,,,,
2008,Kory Lichtensteiger,Bowling Green (OH),C,74.25,298,,5.28,,23,104,4.56,7.6
2008,Rafael Little,Kentucky,RB,68.75,194,,,8,,,,
2008,Curtis Lofton,Oklahoma,ILB,72,246,,4.85,23,24.5,105,4.56,7.69
2008,Chris Long,Virginia,DE,75,272,,4.83,,34,124,4.21,7.02
2008,Jake Long,Michigan,OT,79,313,,5.26,37,27.5,102,4.73,7.44
2008,Shane Longest,St. Xavier (IL),K,70,177,,,,,,,
2008,Dwight Lowery,San Jose State,CB,71.13,201,,4.69,16,33.5,116,4.38,7.31
2008,Kregg Lumpkin,Georgia,RB,71.5,226,,4.73,22,28,111,,
2008,Corey Lynch,Appalachian State (NC),FS,72.38,202,,,,,,,
2008,Mario Manningham,Michigan,WR,71.75,181,,4.62,16,32,117,4.27,7.34
2008,Durell Mapp,North Carolina,OLB,72.88,227,,4.74,27,,,,
2008,Bryan Mattison,Iowa,DE,74.88,290,,5.09,26,24.5,112,4.7,7.61
2008,Jerod Mayo,Tennessee,ILB,73.25,242,,4.59,,32,114,4.29,7.31
2008,Joe Mays,North Dakota State,ILB,71,245,,,,,,,
2008,Shaheer McBride,Delaware State,WR,73.5,205,,4.68,,29,112,4.48,7.12
2008,Jameel McClain,Syracuse,ILB,72.75,249,,4.8,24,26,110,4.31,7.12
2008,James McClinton,Kansas,DT,72,293,,5.54,23,21.5,97,4.73,7.5
2008,Darren McFadden,Arkansas,RB,73.25,211,,4.38,,33,128,,
2008,Mike McGlynn,Pittsburgh,OG,76.25,311,,5.41,30,23,101,4.72,7.58
2008,Leodis McKelvin,Troy (AL),CB,70.25,190,,4.4,17,33.5,121,4.1,7.06
2008,Justin McKinney,Kansas State,CB,69.38,188,,4.61,11,29.5,109,,
2008,Kalvin McRae,Ohio,RB,69.13,203,,4.76,,25.5,109,,
2008,Taylor Mehlhaff,Wisconsin,K,70.38,183,,,13,,,,
2008,Rashard Mendenhall,Illinois,RB,70.13,225,,4.45,26,33.5,117,4.18,
2008,Phillip Merling,Clemson,DE,76.25,276,,,17,,,,
2008,Antwaun Molden,Eastern Kentucky,CB,72.75,198,,4.44,23,37.5,129,4.14,6.85
2008,Marcus Monk,Arkansas,WR,76.25,222,,4.61,9,34.5,119,4.3,7.08
2008,Dre Moore,Maryland,DT,76,305,,4.93,31,28,105,4.55,7.73
2008,Evan Moore,Stanford,TE,78,233,,4.78,16,27,110,4.43,7.08
2008,Kareem Moore,Nicholls State (LA),FS,70.5,213,,,,,,,
2008,Kenneth Moore,Wake Forest,WR,70.75,195,,4.51,,28,120,4.3,7.09
2008,Anthony Morelli,Penn State,QB,75.63,231,,5.09,16,26.5,108,4.6,7.43
2008,DaJuan Morgan,North Carolina State,FS,72.13,205,,4.54,21,33,119,4.41,7.12
2008,Bernard Morris,Marshall (WV),QB,75,223,,4.77,18,24.5,109,,
2008,Ryan Mundy,West Virginia,FS,73,215,,,,,,,
2008,Shawn Murphy,Utah State,OG,75.88,320,,5.4,29,21.5,100,4.89,7.74
2008,Haruki Nakamura,Cincinnati,FS,70.63,203,,,,,,,
2008,Jordy Nelson,Kansas State,WR,74.63,217,,4.55,,31,123,4.35,7.03
2008,Carl Nicks,Nebraska,OT,76.88,341,,5.26,31,25.5,109,4.68,7.91
2008,Ogemdi Nwagbuo,Michigan State,DT,75.13,300,,,,,,,
2008,Kevin O'Connell,San Diego State,QB,77,225,24,4.66,,31,113,4.38,7.01
2008,Steve Octavien,Nebraska,OLB,71.63,238,,4.74,26,29.5,118,,
2008,Frank Okam,Texas,DT,76.5,347,,5.36,32,23,104,4.95,8.07
2008,Xavier Omon,Northwest Missouri State,RB,70.75,228,,4.62,17,31,112,,
2008,Chase Ortiz,Texas Christian,DE,74,249,,4.91,24,29.5,108,4.23,7.03
2008,T.C. Ostrander,Stanford,QB,74.13,227,,,,,,,
2008,Jeff Otah,Pittsburgh,OT,78,322,,5.57,27,22.5,102,,
2008,D.J. Parker,Virginia Tech,FS,71.25,192,,4.63,19,29,111,4.44,6.94
2008,Jalen Parmele,Toledo,RB,71.5,224,,4.55,19,34,125,4.29,6.96
2008,Allen Patrick,Oklahoma,RB,72.75,198,,,,,,,
2008,Brian Paysinger,Oregon,WR,73.63,206,,,,,,,
2008,Kenny Phillips,Miami (FL),FS,74.25,212,,4.52,19,32.5,121,4.27,6.97
2008,Mike Pollak,Arizona State,C,75.5,301,,5.05,29,25,110,4.47,7.49
2008,Tyler Polumbus,Colorado,OT,79.5,312,,5.35,24,26,112,4.86,7.71
2008,Tracy Porter,Indiana,CB,70.88,188,,4.49,18,34,123,4.07,7.2
2008,Carlton Powell,Virginia Tech,DT,74,292,,5.13,23,22.5,108,4.87,7.78
2008,DeMario Pressley,North Carolina State,DT,75.13,301,,5.17,28,25.5,100,,
2008,Maurice Purify,Nebraska,WR,75.13,224,,4.55,,28.5,117,4.29,6.95
2008,Chilo Rachal,Southern California,OG,77,315,,5.26,28,25.5,108,5.14,8.01
2008,Drew Radovich,Southern California,OG,76.5,301,,5.38,21,23,108,4.53,7.47
2008,Marcel Reece,Washington,FB,72.13,231,,,,,,,
2008,Darius Reynaud,West Virginia,WR,69.25,201,,4.52,20,34.5,130,4.32,6.88
2008,Ray Rice,Rutgers,RB,68,199,,4.46,23,31.5,119,4.2,6.65
2008,Jamey Richard,Buffalo,C,76.75,295,,5.27,22,26.5,107,4.69,7.58
2008,Barry Richardson,Clemson,OT,78.63,320,,5.49,24,25.5,100,5.16,8
2008,Marcus Richardson,Troy (AL),OLB,72,235,,,,,,,
2008,Matterral Richardson,Arkansas,CB,71,194,,4.76,14,,114,4.36,7.01
2008,Chad Rinehart,Northern Iowa,OG,77,320,,5.51,26,28.5,106,4.56,7.84
2008,Jason Rivers,Hawaii,WR,73.25,200,,4.62,,30,118,4.32,7.03
2008,Keith Rivers,Southern California,OLB,74.25,241,,,24,,,,
2008,David Roach,Texas Christian,FS,72.38,210,,4.56,16,38,123,4.15,6.88
2008,Darrell Robertson,Georgia Tech,DE,75.88,255,,,,,,,
2008,Kevin Robinson,Utah State,WR,71.5,202,,4.75,,27.5,115,4.77,7.31
2008,William Robinson,San Diego State,OT,77,297,,5.27,22,19.5,,,
2008,Dominique Rodgers-Cromartie,Tennessee State,CB,73.5,184,,4.36,17,38.5,131,4.17,6.74
2008,Eddie Royal,Virginia Tech,WR,69.63,184,,4.46,24,36,124,4.34,7.07
2008,Ahtyba Rubin,Iowa State,DT,74.75,315,,5.26,35,28,106,5,8.05
2008,Matt Ryan,Boston College,QB,76.75,228,32,4.94,,,,4.51,7.4
2008,Tom Santi,Virginia,TE,75.5,250,,4.81,14,36,121,4.27,7.08
2008,Dantrell Savage,Oklahoma State,RB,68.25,187,,4.6,13,32.5,117,,
2008,Orlando Scandrick,Boise State,CB,70,192,,4.36,,33.5,125,,6.83
2008,Chaz Schilens,San Diego State,WR,75.88,208,,,,,,,
2008,Owen Schmitt,West Virginia,FB,74,247,,4.8,26,,,,
2008,Tyler Schmitt,San Diego State,LS,74.25,231,,4.98,21,29,118,4.33,7.03
2008,Roy Schuening,Oregon State,OG,75.63,306,,5.32,26,25,,,
2008,Geoff Schwartz,Oregon,OT,78.25,332,,5.39,,20.5,98,4.79,7.9
2008,Trevor Scott,Buffalo,DE,77,256,,,,,,,
2008,Alexis Serna,Oregon State,K,66.5,170,,,,,,,
2008,Matt Sherry,Villanova,TE,75.88,255,,,,,,,
2008,Arman Shields,Richmond (VA),WR,72.75,194,,4.4,19,37.5,128,3.96,6.67
2008,Jason Shirley,Frenso State (CA),DT,77.13,329,,,,,,,
2008,Jamie Silva,Boston College,SS,70.75,204,,4.87,,31.5,112,,
2008,Chad Simpson,Morgan State (MD),RB,68.63,216,,4.43,,32.5,124,,
2008,Jerome Simpson,Coastal Carolina (SC),WR,73.75,199,,4.44,,37.5,136,4.52,7.08
2008,Pat Sims,Auburn,DT,74.13,310,,5.11,20,27,,,
2008,Josh Sitton,Central Florida,OT,75.63,319,,,,,,,
2008,Matthew Slater,Texas,FS,70.63,195,,,,,,,
2008,Steve Slaton,West Virginia,RB,69.13,197,,4.49,19,33.5,118,,
2008,Bryan Smith,McNeese State (LA),OLB,74.38,231,,4.76,17,32.5,120,4.4,7.22
2008,Dorian Smith,Oregon State,DE,73.5,264,,5.07,24,27.5,105,4.73,7.52
2008,Kevin Smith,Central Florida,RB,73.13,217,,4.56,,32,120,4.49,6.74
2008,Marcus Smith,New Mexico,WR,73.38,221,,4.59,20,26.5,111,4.42,7.1
2008,Paul Smith,Tulsa (OK),QB,73.25,208,,4.97,,26.5,111,4.29,7.02
2008,Reggie Smith,Oklahoma,CB,72.5,199,,,13,,,,
2008,Taj Smith,Syracuse,WR,72.38,187,,4.64,35,35,119,4.5,7.15
2008,Matt Spanos,Southern California,C,77,317,,5.53,,22.5,104,4.92,7.9
2008,Craig Steltz,Louisiana State,SS,73.38,213,,,,,,,
2008,Craig Stevens,California,TE,75.25,254,,4.67,27,27.5,114,4.31,7.07
2008,Carl Stewart,Auburn,FB,73,230,,4.7,30,39,134,4.5,7.12
2008,Jonathan Stewart,Oregon,RB,70.25,235,,4.48,28,36.5,128,4.53,7.44
2008,Darrell Strong,Pittsburgh,TE,76,268,,4.81,17,25,110,4.36,6.86
2008,Andy Studebaker,Wheaton (IL),OLB,75,251,,,,,,,
2008,John Sullivan,Notre Dame,C,75.5,301,,5.4,21,30,103,4.55,7.62
2008,Brandon Sumrall,Southern Mississippi,CB,69.88,195,,4.67,,30.5,123,4.1,6.76
2008,Limas Sweed,Texas,WR,75.88,215,,4.56,35,35,,,
2008,Adam Tafralis,San Jose State,QB,73.13,221,,4.85,,32,108,4.33,7.14
2008,Aqib Talib,Kansas,CB,72.75,202,,4.5,10,38,131,4.22,6.82
2008,Jacob Tamme,Kentucky,TE,75.5,236,,4.61,18,30,109,4.27,6.99
2008,Hilee Taylor,North Carolina,OLB,74.63,242,,,,,,,
2008,Darnell Terrell,Missouri,CB,73.75,203,,4.49,15,34,125,,
2008,Devin Thomas,Michigan State,WR,73.88,216,23,4.43,,28,126,4.26,7.15
2008,Donald Thomas,Connecticut,OG,75.38,303,,5.08,28,24.5,100,4.78,7.45
2008,Marcus Thomas,Texas-El Paso,RB,72.25,213,,4.62,21,30,116,,
2008,Terrell Thomas,Southern California,CB,72.5,202,,4.54,14,30.5,123,,7.18
2008,Jeremy Thompson,Wake Forest,DE,76.38,264,,4.77,25,32,117,4.23,6.97
2008,Owen Tolson,Army,P,73.75,210,,,,,,,
2008,Ryan Torain,Arizona State,RB,72.38,222,,4.68,21,34,120,,
